timestamp,pod_ip,running,waiting
1784073505.9,10.100.2.7,0,0
1784073505.9,10.100.2.6,0,0
1784073505.9,10.100.18.9,0,0
1784073508.0,10.100.2.7,0,0
1784073508.0,10.100.2.6,0,0
1784073508.0,10.100.18.9,0,0
1784073510.0,10.100.2.7,0,0
1784073510.0,10.100.2.6,0,0
1784073510.0,10.100.18.9,0,0
1784073512.0,10.100.2.7,0,0
1784073512.0,10.100.2.6,0,0
1784073512.0,10.100.18.9,0,0
1784073514.0,10.100.2.7,0,0
1784073514.0,10.100.2.6,0,0
1784073514.0,10.100.18.9,0,0
1784073516.0,10.100.2.7,0,0
1784073516.0,10.100.2.6,0,0
1784073516.0,10.100.18.9,0,0
1784073518.0,10.100.2.7,0,0
1784073518.0,10.100.2.6,0,0
1784073518.0,10.100.18.9,0,0
1784073520.1,10.100.2.7,0,0
1784073520.1,10.100.2.6,0,0
1784073520.1,10.100.18.9,0,0
1784073522.1,10.100.2.7,0,0
1784073522.1,10.100.2.6,0,0
1784073522.1,10.100.18.9,0,0
1784073524.1,10.100.2.7,0,0
1784073524.1,10.100.2.6,0,0
1784073524.1,10.100.18.9,0,0
1784073526.1,10.100.2.7,0,0
1784073526.1,10.100.2.6,0,0
1784073526.1,10.100.18.9,0,0
1784073528.1,10.100.2.7,0,0
1784073528.1,10.100.2.6,0,0
1784073528.1,10.100.18.9,0,0
1784073530.1,10.100.2.7,0,0
1784073530.1,10.100.2.6,0,0
1784073530.1,10.100.18.9,0,0
1784073532.1,10.100.2.7,0,0
1784073532.1,10.100.2.6,0,0
1784073532.1,10.100.18.9,1,0
1784073534.1,10.100.2.7,0,0
1784073534.1,10.100.2.6,0,0
1784073534.1,10.100.18.9,2,0
1784073536.2,10.100.2.7,0,0
1784073536.2,10.100.2.6,0,0
1784073536.2,10.100.18.9,1,0
1784073538.2,10.100.2.7,0,0
1784073538.2,10.100.2.6,0,0
1784073538.2,10.100.18.9,1,0
1784073540.2,10.100.2.7,0,0
1784073540.2,10.100.2.6,0,0
1784073540.2,10.100.18.9,1,0
1784073542.2,10.100.2.7,0,0
1784073542.2,10.100.2.6,1,0
1784073542.2,10.100.18.9,1,0
1784073544.2,10.100.2.7,0,0
1784073544.2,10.100.2.6,1,0
1784073544.2,10.100.18.9,1,0
1784073546.2,10.100.2.7,0,0
1784073546.2,10.100.2.6,1,0
1784073546.2,10.100.18.9,1,0
1784073548.2,10.100.2.7,0,0
1784073548.2,10.100.2.6,1,0
1784073548.2,10.100.18.9,0,0
1784073550.3,10.100.2.7,0,0
1784073550.3,10.100.2.6,0,0
1784073550.3,10.100.18.9,0,0
1784073552.3,10.100.2.7,0,0
1784073552.3,10.100.2.6,0,0
1784073552.3,10.100.18.9,1,0
1784073554.3,10.100.2.7,0,0
1784073554.3,10.100.2.6,0,0
1784073554.3,10.100.18.9,1,0
1784073556.3,10.100.2.7,0,0
1784073556.3,10.100.2.6,0,0
1784073556.3,10.100.18.9,0,0
1784073558.3,10.100.2.7,1,0
1784073558.3,10.100.2.6,0,0
1784073558.3,10.100.18.9,0,0
1784073560.3,10.100.2.7,1,0
1784073560.3,10.100.2.6,0,0
1784073560.3,10.100.18.9,1,0
1784073562.3,10.100.2.7,1,0
1784073562.3,10.100.2.6,0,0
1784073562.3,10.100.18.9,2,0
1784073564.4,10.100.2.7,4,0
1784073564.4,10.100.2.6,0,0
1784073564.4,10.100.18.9,2,0
1784073566.4,10.100.2.7,4,0
1784073566.4,10.100.2.6,0,0
1784073566.4,10.100.18.9,2,0
1784073568.4,10.100.2.7,4,0
1784073568.4,10.100.2.6,0,0
1784073568.4,10.100.18.9,2,0
1784073570.4,10.100.2.7,4,0
1784073570.4,10.100.2.6,2,0
1784073570.4,10.100.18.9,2,0
1784073572.4,10.100.2.7,4,0
1784073572.4,10.100.2.6,2,0
1784073572.4,10.100.18.9,2,0
1784073574.4,10.100.2.7,3,0
1784073574.4,10.100.2.6,1,0
1784073574.4,10.100.18.9,2,0
1784073576.4,10.100.2.7,3,0
1784073576.4,10.100.2.6,1,0
1784073576.4,10.100.18.9,2,0
1784073578.5,10.100.2.7,2,0
1784073578.5,10.100.2.6,1,0
1784073578.5,10.100.18.9,2,0
1784073580.5,10.100.2.7,2,0
1784073580.5,10.100.2.6,0,0
1784073580.5,10.100.18.9,2,0
1784073582.5,10.100.2.7,1,0
1784073582.5,10.100.2.6,2,0
1784073582.5,10.100.18.9,1,0
1784073584.5,10.100.2.7,1,0
1784073584.5,10.100.2.6,2,0
1784073584.5,10.100.18.9,1,0
