timestamp,pod_ip,running,waiting
1784076125.9,10.100.2.7,0,0
1784076125.9,10.100.2.6,0,0
1784076125.9,10.100.18.9,0,0
1784076128.0,10.100.2.7,0,0
1784076128.0,10.100.2.6,0,0
1784076128.0,10.100.18.9,0,0
1784076130.0,10.100.2.7,0,0
1784076130.0,10.100.2.6,0,0
1784076130.0,10.100.18.9,0,0
1784076132.0,10.100.2.7,0,0
1784076132.0,10.100.2.6,0,0
1784076132.0,10.100.18.9,0,0
1784076134.0,10.100.2.7,0,0
1784076134.0,10.100.2.6,0,0
1784076134.0,10.100.18.9,0,0
1784076136.0,10.100.2.7,0,0
1784076136.0,10.100.2.6,0,0
1784076136.0,10.100.18.9,0,0
1784076138.0,10.100.2.7,0,0
1784076138.0,10.100.2.6,0,0
1784076138.0,10.100.18.9,0,0
1784076140.0,10.100.2.7,0,0
1784076140.0,10.100.2.6,0,0
1784076140.0,10.100.18.9,0,0
1784076142.0,10.100.2.7,0,0
1784076142.0,10.100.2.6,0,0
1784076142.0,10.100.18.9,0,0
1784076144.1,10.100.2.7,0,0
1784076144.1,10.100.2.6,0,0
1784076144.1,10.100.18.9,0,0
1784076146.1,10.100.2.7,0,0
1784076146.1,10.100.2.6,0,0
1784076146.1,10.100.18.9,0,0
1784076148.1,10.100.2.7,0,0
1784076148.1,10.100.2.6,0,0
1784076148.1,10.100.18.9,0,0
1784076150.1,10.100.2.7,0,0
1784076150.1,10.100.2.6,0,0
1784076150.1,10.100.18.9,0,0
1784076152.1,10.100.2.7,0,0
1784076152.1,10.100.2.6,0,0
1784076152.1,10.100.18.9,0,0
1784076154.1,10.100.2.7,0,0
1784076154.1,10.100.2.6,0,0
1784076154.1,10.100.18.9,0,0
1784076156.1,10.100.2.7,0,0
1784076156.1,10.100.2.6,0,0
1784076156.1,10.100.18.9,0,0
1784076158.2,10.100.2.7,0,0
1784076158.2,10.100.2.6,0,0
1784076158.2,10.100.18.9,0,0
1784076160.2,10.100.2.7,0,0
1784076160.2,10.100.2.6,0,0
1784076160.2,10.100.18.9,1,0
1784076162.2,10.100.2.7,0,0
1784076162.2,10.100.2.6,0,0
1784076162.2,10.100.18.9,0,0
1784076164.2,10.100.2.7,0,0
1784076164.2,10.100.2.6,0,0
1784076164.2,10.100.18.9,0,0
1784076166.2,10.100.2.7,0,0
1784076166.2,10.100.2.6,0,0
1784076166.2,10.100.18.9,0,0
1784076168.2,10.100.2.7,0,0
1784076168.2,10.100.2.6,0,0
1784076168.2,10.100.18.9,0,0
1784076170.3,10.100.2.7,0,0
1784076170.3,10.100.2.6,1,0
1784076170.3,10.100.18.9,0,0
1784076172.3,10.100.2.7,0,0
1784076172.3,10.100.2.6,0,0
1784076172.3,10.100.18.9,0,0
1784076174.3,10.100.2.7,0,0
1784076174.3,10.100.2.6,0,0
1784076174.3,10.100.18.9,0,0
1784076176.3,10.100.2.7,0,0
1784076176.3,10.100.2.6,0,0
1784076176.3,10.100.18.9,0,0
1784076178.3,10.100.2.7,1,0
1784076178.3,10.100.2.6,1,0
1784076178.3,10.100.18.9,0,0
1784076180.3,10.100.2.7,2,0
1784076180.3,10.100.2.6,1,0
1784076180.3,10.100.18.9,0,0
1784076182.3,10.100.2.7,4,0
1784076182.3,10.100.2.6,1,0
1784076182.3,10.100.18.9,0,0
1784076184.4,10.100.2.7,3,0
1784076184.4,10.100.2.6,1,0
1784076184.4,10.100.18.9,0,0
1784076186.4,10.100.2.7,3,0
1784076186.4,10.100.2.6,1,0
1784076186.4,10.100.18.9,0,0
1784076188.4,10.100.2.7,3,0
1784076188.4,10.100.2.6,1,0
1784076188.4,10.100.18.9,0,0
1784076190.4,10.100.2.7,1,0
1784076190.4,10.100.2.6,1,0
1784076190.4,10.100.18.9,0,0
1784076192.4,10.100.2.7,1,0
1784076192.4,10.100.2.6,1,0
1784076192.4,10.100.18.9,0,0
1784076194.4,10.100.2.7,1,0
1784076194.4,10.100.2.6,1,0
1784076194.4,10.100.18.9,1,0
1784076196.4,10.100.2.7,1,0
1784076196.4,10.100.2.6,1,0
1784076196.4,10.100.18.9,1,0
1784076198.5,10.100.2.7,1,0
1784076198.5,10.100.2.6,1,0
1784076198.5,10.100.18.9,0,0
1784076200.5,10.100.2.7,1,0
1784076200.5,10.100.2.6,1,0
1784076200.5,10.100.18.9,2,0
1784076202.5,10.100.2.7,1,0
1784076202.5,10.100.2.6,1,0
1784076202.5,10.100.18.9,1,0
1784076204.5,10.100.2.7,1,0
1784076204.5,10.100.2.6,0,0
1784076204.5,10.100.18.9,1,0
1784076206.5,10.100.2.7,1,0
1784076206.5,10.100.2.6,0,0
1784076206.5,10.100.18.9,0,0
1784076208.5,10.100.2.7,1,0
1784076208.5,10.100.2.6,0,0
1784076208.5,10.100.18.9,0,0
1784076210.5,10.100.2.7,0,0
1784076210.5,10.100.2.6,0,0
1784076210.5,10.100.18.9,0,0
1784076212.6,10.100.2.7,0,0
1784076212.6,10.100.2.6,0,0
1784076212.6,10.100.18.9,0,0
1784076214.6,10.100.2.7,0,0
1784076214.6,10.100.2.6,0,0
1784076214.6,10.100.18.9,0,0
1784076216.6,10.100.2.7,0,0
1784076216.6,10.100.2.6,0,0
1784076216.6,10.100.18.9,0,0
1784076218.6,10.100.2.7,0,0
1784076218.6,10.100.2.6,0,0
1784076218.6,10.100.18.9,0,0
1784076220.6,10.100.2.7,0,0
1784076220.6,10.100.2.6,0,0
1784076220.6,10.100.18.9,0,0
1784076222.6,10.100.2.7,0,0
1784076222.6,10.100.2.6,0,0
1784076222.6,10.100.18.9,0,0
1784076224.6,10.100.2.7,0,0
1784076224.6,10.100.2.6,1,0
1784076224.6,10.100.18.9,0,0
1784076226.7,10.100.2.7,0,0
1784076226.7,10.100.2.6,1,0
1784076226.7,10.100.18.9,0,0
1784076228.7,10.100.2.7,1,0
1784076228.7,10.100.2.6,0,0
1784076228.7,10.100.18.9,0,0
1784076230.7,10.100.2.7,1,0
1784076230.7,10.100.2.6,0,0
1784076230.7,10.100.18.9,0,0
1784076232.7,10.100.2.7,1,0
1784076232.7,10.100.2.6,0,0
1784076232.7,10.100.18.9,0,0
1784076234.7,10.100.2.7,1,0
1784076234.7,10.100.2.6,0,0
1784076234.7,10.100.18.9,0,0
1784076236.7,10.100.2.7,2,0
1784076236.7,10.100.2.6,0,0
1784076236.7,10.100.18.9,0,0
1784076238.8,10.100.2.7,1,0
1784076238.8,10.100.2.6,0,0
1784076238.8,10.100.18.9,0,0
1784076240.8,10.100.2.7,1,0
1784076240.8,10.100.2.6,0,0
1784076240.8,10.100.18.9,1,0
1784076242.8,10.100.2.7,1,0
1784076242.8,10.100.2.6,0,0
1784076242.8,10.100.18.9,1,0
1784076244.8,10.100.2.7,1,0
1784076244.8,10.100.2.6,0,0
1784076244.8,10.100.18.9,1,0
1784076246.8,10.100.2.7,1,0
1784076246.8,10.100.2.6,1,0
1784076246.8,10.100.18.9,1,0
1784076248.8,10.100.2.7,1,0
1784076248.8,10.100.2.6,0,0
1784076248.8,10.100.18.9,1,0
1784076250.8,10.100.2.7,1,0
1784076250.8,10.100.2.6,1,0
1784076250.8,10.100.18.9,1,0
1784076252.9,10.100.2.7,1,0
1784076252.9,10.100.2.6,1,0
1784076252.9,10.100.18.9,1,0
1784076254.9,10.100.2.7,1,0
1784076254.9,10.100.2.6,1,0
1784076254.9,10.100.18.9,1,0
1784076256.9,10.100.2.7,1,0
1784076256.9,10.100.2.6,1,0
1784076256.9,10.100.18.9,1,0
1784076258.9,10.100.2.7,1,0
1784076258.9,10.100.2.6,1,0
1784076258.9,10.100.18.9,1,0
1784076260.9,10.100.2.7,1,0
1784076260.9,10.100.2.6,1,0
1784076260.9,10.100.18.9,2,0
1784076263.0,10.100.2.7,0,0
1784076263.0,10.100.2.6,1,0
1784076263.0,10.100.18.9,1,0
1784076265.0,10.100.2.7,0,0
1784076265.0,10.100.2.6,1,0
1784076265.0,10.100.18.9,0,0
1784076267.0,10.100.2.7,0,0
1784076267.0,10.100.2.6,1,0
1784076267.0,10.100.18.9,0,0
1784076269.0,10.100.2.7,0,0
1784076269.0,10.100.2.6,1,0
1784076269.0,10.100.18.9,0,0
1784076271.0,10.100.2.7,0,0
1784076271.0,10.100.2.6,1,0
1784076271.0,10.100.18.9,0,0
