timestamp,pod_ip,running,waiting
1784067021.6,10.100.2.7,0,0
1784067021.6,10.100.2.6,0,0
1784067021.6,10.100.18.9,0,0
1784067023.6,10.100.2.7,0,0
1784067023.6,10.100.2.6,0,0
1784067023.6,10.100.18.9,0,0
1784067025.6,10.100.2.7,0,0
1784067025.6,10.100.2.6,0,0
1784067025.6,10.100.18.9,0,0
1784067027.6,10.100.2.7,0,0
1784067027.6,10.100.2.6,0,0
1784067027.6,10.100.18.9,0,0
1784067029.6,10.100.2.7,0,0
1784067029.6,10.100.2.6,0,0
1784067029.6,10.100.18.9,0,0
1784067031.6,10.100.2.7,0,0
1784067031.6,10.100.2.6,0,0
1784067031.6,10.100.18.9,0,0
1784067033.7,10.100.2.7,0,0
1784067033.7,10.100.2.6,0,0
1784067033.7,10.100.18.9,0,0
1784067035.7,10.100.2.7,0,0
1784067035.7,10.100.2.6,0,0
1784067035.7,10.100.18.9,0,0
1784067037.7,10.100.2.7,0,0
1784067037.7,10.100.2.6,0,0
1784067037.7,10.100.18.9,0,0
1784067039.7,10.100.2.7,0,0
1784067039.7,10.100.2.6,0,0
1784067039.7,10.100.18.9,0,0
1784067041.7,10.100.2.7,0,0
1784067041.7,10.100.2.6,0,0
1784067041.7,10.100.18.9,0,0
1784067043.7,10.100.2.7,0,0
1784067043.7,10.100.2.6,0,0
1784067043.7,10.100.18.9,0,0
1784067045.7,10.100.2.7,0,0
1784067045.7,10.100.2.6,0,0
1784067045.7,10.100.18.9,0,0
1784067047.8,10.100.2.7,1,0
1784067047.8,10.100.2.6,0,0
1784067047.8,10.100.18.9,0,0
1784067049.8,10.100.2.7,1,0
1784067049.8,10.100.2.6,0,0
1784067049.8,10.100.18.9,0,0
1784067051.8,10.100.2.7,2,0
1784067051.8,10.100.2.6,0,0
1784067051.8,10.100.18.9,0,0
1784067053.8,10.100.2.7,2,0
1784067053.8,10.100.2.6,0,0
1784067053.8,10.100.18.9,0,0
1784067055.8,10.100.2.7,2,0
1784067055.8,10.100.2.6,1,0
1784067055.8,10.100.18.9,0,0
1784067057.8,10.100.2.7,1,0
1784067057.8,10.100.2.6,1,0
1784067057.8,10.100.18.9,0,0
1784067059.8,10.100.2.7,1,0
1784067059.8,10.100.2.6,2,0
1784067059.8,10.100.18.9,0,0
1784067061.9,10.100.2.7,1,0
1784067061.9,10.100.2.6,2,0
1784067061.9,10.100.18.9,0,0
1784067063.9,10.100.2.7,1,0
1784067063.9,10.100.2.6,1,0
1784067063.9,10.100.18.9,0,0
1784067065.9,10.100.2.7,1,0
1784067065.9,10.100.2.6,0,0
1784067065.9,10.100.18.9,0,0
1784067067.9,10.100.2.7,1,0
1784067067.9,10.100.2.6,1,0
1784067067.9,10.100.18.9,0,0
1784067069.9,10.100.2.7,1,0
1784067069.9,10.100.2.6,1,0
1784067069.9,10.100.18.9,0,0
1784067071.9,10.100.2.7,0,0
1784067071.9,10.100.2.6,1,0
1784067071.9,10.100.18.9,0,0
1784067073.9,10.100.2.7,0,0
1784067073.9,10.100.2.6,1,0
1784067073.9,10.100.18.9,0,0
1784067076.0,10.100.2.7,0,0
1784067076.0,10.100.2.6,1,0
1784067076.0,10.100.18.9,0,0
1784067078.0,10.100.2.7,0,0
1784067078.0,10.100.2.6,1,0
1784067078.0,10.100.18.9,0,0
1784067080.0,10.100.2.7,0,0
1784067080.0,10.100.2.6,3,0
1784067080.0,10.100.18.9,2,0
1784067082.0,10.100.2.7,0,0
1784067082.0,10.100.2.6,3,0
1784067082.0,10.100.18.9,2,0
1784067084.0,10.100.2.7,0,0
1784067084.0,10.100.2.6,3,0
1784067084.0,10.100.18.9,2,0
1784067086.0,10.100.2.7,3,0
1784067086.0,10.100.2.6,3,0
1784067086.0,10.100.18.9,2,0
1784067088.2,10.100.2.7,2,0
1784067088.2,10.100.2.6,3,0
1784067088.2,10.100.18.9,2,0
1784067090.2,10.100.2.7,2,0
1784067090.2,10.100.2.6,2,0
1784067090.2,10.100.18.9,2,0
1784067092.2,10.100.2.7,1,0
